Mon, Item, Move 1, Move 2, Move 3, Move 4, Nature, Hp, Atk, Def, SpAtk, SpDef, Spd
Terrakion,Choice Scarf,Sacred Sword,Earthquake,Stone Edge,Aerial Ace,Adamant,0,252,0,0,0,252
Terrakion,Sitrus Berry,Swords Dance,Sacred Sword,Earthquake,Rock Slide,Jolly,0,252,0,0,0,252
Terrakion,King's Rock,Bulldoze,Rock Slide,Earthquake,Sacred Sword,Jolly,0,252,0,0,0,252
Virizion,Salac Berry,Sacred Sword,Leaf Blade,Taunt,Stone Edge,Jolly,0,252,0,0,0,252
Virizion,Sitrus Berry,Energy Ball,Focus Blast,Calm Mind,Toxic,Timid,0,0,252,0,0,252
Virizion,Coba Berry,Leaf Blade,Stone Edge,Sacred Sword,Protect,Jolly,0,252,0,0,0,252
Virizion,Chesto Berry,Leaf Blade,Swords Dance,Sacred Sword,Rest,Impish,252,0,252,0,0,0
Tornadus,Life Orb,Hurricane,Grass Knot,Focus Blast,Dark Pulse,Timid,0,0,0,252,0,252
Tornadus,Yache Berry,Substitute,Double Team,Focus Blast,Hurricane,Modest,252,0,0,252,0,0
Tornadus,Chesto Berry,Rest,Air Slash,Dark Pulse,Focus Blast,Bold,252,0,0,0,252,0
Tornadus,Damp Rock,Hurricane,Focus Blast,Taunt,Rain Dance,Timid,0,0,0,252,0,252
Thundurus,Chesto Berry,Thunderbolt,Protect,Toxic,Rest,Bold,252,0,0,0,252,0
Thundurus,Choice Specs,Thunderbolt,Dark Pulse,Focus Blast,Grass Knot,Timid,0,0,0,252,0,252
Thundurus,Sitrus Berry,Wild Charge,U-turn,Crunch,Sky Drop,Jolly,0,252,0,0,0,252
Thundurus,Magnet,Discharge,Focus Blast,Volt Switch,Taunt,Timid,0,0,0,252,0,252
Landorus,Apicot Berry,Rest,Sleep Talk,Smack Down,Fissure,Careful,0,0,252,0,252,0
Landorus,Choice Scarf,Earth Power,Extrasensory,Focus Blast,Grass Knot,Modest,0,0,0,252,0,252
Landorus,Smooth Rock,Sandstorm,Earthquake,Rock Slide,Protect,Jolly,0,252,0,0,0,252
Landorus,White Herb,Hammer Arm,Earthquake,Explosion,U-turn,Adamant,0,252,252,0,0,0
Chesnaught,Leftovers,Taunt,Spiky Shield,Feint,Wood Hammer,Adamant,0,252,252,0,0,0
Chesnaught,Expert Belt,Dragon Claw,Seed Bomb,Earthquake,Brick Break,Adamant,0,252,252,0,0,0
Chesnaught,Life Orb,Focus Blast,Energy Ball,Sludge Bomb,Round,Modest,0,0,252,252,0,0
Chesnaught,White Herb,Wood Hammer,Hammer Arm,Earthquake,Stone Edge,Adamant,0,252,252,0,0,0
Delphox,Petaya Berry,Confide,Psychic,Flamethrower,Round,Timid,0,0,0,252,0,252
Delphox,Flame Orb,Role Play,Switcheroo,Mystical Fire,Shadow Ball,Modest,0,0,0,252,0,252
Delphox,Heat Rock,Sunny Day,Solar Beam,Fire Blast,Psychic,Timid,0,0,0,252,0,252
Delphox,White Herb,Overheat,Psychic,Shadow Ball,Psyshock,Modest,0,0,0,252,0,252
Greninja,Leftovers,Mat Block,Spikes,Scald,Toxic,Calm,0,0,252,0,252,0
Greninja,Damp Rock,Rain Dance,Surf,Round,Ice Beam,Timid,0,0,0,252,0,252
Greninja,King's Rock,Water Shuriken,Rock Slide,Grass Knot,U-turn,Jolly,0,252,0,0,0,252
Greninja,Wide Lens,Hydro Pump,Dark Pulse,Blizzard,Extrasensory,Modest,0,0,0,252,0,252
Talonflame,Charti Berry,Round,Me First,Will-O-Wisp,Flamethrower,Timid,0,0,0,252,0,252
Talonflame,Heat Rock,Round,Fire Blast,Sunny Day,Solar Beam,Timid,0,0,0,252,0,252
Talonflame,Focus Sash,Swords Dance,Quick Attack,Flail,Acrobatics,Jolly,0,0,252,0,0,252
Talonflame,Sitrus Berry,Brave Bird,Flare Blitz,Quick Attack,Swords Dance,Adamant,0,252,0,0,0,252
Pyroar,King's Rock,Flamethrower,Hyper Voice,Snarl,Noble Roar,Timid,0,0,0,252,0,252
Pyroar,Heat Rock,Sunny Day,Hyper Voice,Fire Blast,Solar Beam,Timid,0,0,0,252,0,252
Pyroar,Lum Berry,Return,Fire Fang,Wild Charge,Crunch,Adamant,0,252,0,0,0,252
Pyroar,White Herb,Overheat,Hyper Voice,Dark Pulse,Round,Modest,0,0,0,252,0,252
Florges,Babiri Berry,Flower Shield,Dazzling Gleam,Energy Ball,Wish,Sassy,0,0,252,0,252,0
Florges,Kebia Berry,Misty Terrain,Grassy Terrain,Nature Power,Round,Quiet,0,0,0,252,252,0
Florges,Kebia Berry,Calm Mind,Grass Knot,Psychic,Moonblast,Modest,0,0,0,252,252,0
Florges,Lum Berry,Round,Petal Dance,Psychic,Moonblast,Modest,0,0,0,252,252,0
Gogoat,Choice Band,Earthquake,Leaf Blade,Wild Charge,Brick Break,Adamant,0,252,0,0,0,252
Gogoat,Yache Berry,Substitute,Horn Leech,Bulk Up,Payback,Impish,0,0,252,0,252,0
Gogoat,Occa Berry,Surf,Energy Ball,Rock Slide,Grass Knot,Quiet,0,252,0,252,0,0
Gogoat,Big Root,Horn Leech,Leech Seed,Protect,Payback,Sassy,252,252,0,0,0,0
Aromatisse,Lax Incense,Charm,Sweet Kiss,Attract,Draining Kiss,Calm,252,0,0,0,252,0
Aromatisse,Assault Vest,Round,Psychic,Energy Ball,Dazzling Gleam,Calm,0,0,0,252,252,0
Aromatisse,Expert Belt,Flash Cannon,Thunder,Psyshock,Moonblast,Modest,0,0,0,252,252,0
Aromatisse,Leftovers,Aromatic Mist,Dazzling Gleam,Heal Pulse,Trick Room,Sassy,252,0,0,0,252,0
Slurpuff,Big Root,Draining Kiss,Cotton Guard,Play Nice,Confide,Modest,252,0,0,252,0,0
Slurpuff,Petaya Berry,Fake Tears,Flamethrower,Dazzling Gleam,Round,Quiet,0,0,0,252,252,0
Slurpuff,Kee Berry,Endeavor,Play Rough,Facade,Cotton Guard,Adamant,0,252,0,0,252,0
Slurpuff,Expert Belt,Dazzling Gleam,Energy Ball,Thunderbolt,Flamethrower,Modest,0,0,0,252,0,252
Barbaracle,Bright Powder,Stone Edge,Razor Shell,Shell Smash,Double Team,Adamant,0,252,0,0,0,252
Barbaracle,Wise Glasses,Ancient Power,Blizzard,Surf,Focus Blast,Modest,0,0,252,252,0,0
Barbaracle,Expert Belt,Dragon Claw,Earthquake,X-Scissor,Night Slash,Adamant,0,252,252,0,0,0
Barbaracle,Razor Claw,Stone Edge,Razor Shell,Cross Chop,Shadow Claw,Adamant,0,252,252,0,0,0
Clawitzer,Bright Powder,Heal Pulse,Muddy Water,Double Team,Confide,Calm,0,0,252,0,252,0
Clawitzer,Petaya Berry,Flash Cannon,Scald,Sludge Wave,Round,Modest,0,0,0,252,252,0
Clawitzer,Focus Sash,Crabhammer,Return,U-turn,Flail,Jolly,0,252,0,0,0,252
Clawitzer,Choice Specs,Water Pulse,Dark Pulse,Dragon Pulse,Aura Sphere,Modest,0,0,0,252,0,252
Tyrantrum,Lax Incense,Stealth Rock,Dragon Tail,Double Team,Earthquake,Relaxed,0,0,252,0,252,0
Tyrantrum,Leftovers,Crunch,Charm,Sandstorm,Dragon Claw,Impish,0,0,252,0,252,0
Tyrantrum,Wide Lens,Horn Drill,Stone Edge,Rest,Sleep Talk,Impish,252,0,252,0,0,0
Tyrantrum,Choice Band,Crunch,Dragon Claw,Earthquake,Head Smash,Adamant,0,252,0,0,0,252
Aurorus,Sitrus Berry,Substitute,Thunder Wave,Round,Thunderbolt,Calm,252,0,0,0,252,0
Aurorus,Leftovers,Ancient Power,Hail,Sandstorm,Freeze-Dry,Calm,252,0,0,0,252,0
Aurorus,Expert Belt,Giga Impact,Earthquake,Stone Edge,Frost Breath,Adamant,0,252,0,0,252,0
Aurorus,Life Orb,Hyper Beam,Flash Cannon,Thunder,Psychic,Modest,0,0,0,252,252,0
Sylveon,Leftovers,Misty Terrain,Tail Whip,Helping Hand,Dazzling Gleam,Calm,252,0,0,0,252,0
Sylveon,Ganlon Berry,Baton Pass,Calm Mind,Psych Up,Moonblast,Calm,0,0,252,0,252,0
Sylveon,Razor Claw,Moonblast,Shadow Ball,Round,Psyshock,Modest,0,0,0,252,252,0
Sylveon,Big Root,Draining Kiss,Baby-Doll Eyes,Psyshock,Misty Terrain,Modest,0,0,0,252,252,0
Hawlucha,Salac Berry,Acrobatics,High Jump Kick,Feather Dance,Taunt,Jolly,0,252,0,0,0,252
Hawlucha,Leftovers,Toxic,Bounce,Dig,Protect,Careful,0,0,252,0,252,0
Hawlucha,Liechi Berry,Swords Dance,Flying Press,Acrobatics,Steel Wing,Adamant,0,252,0,0,0,252
Hawlucha,Power Herb,Sky Attack,Flying Press,U-turn,Stone Edge,Jolly,0,252,0,0,0,252
Carbink,Light Clay,Reflect,Light Screen,Safeguard,Dazzling Gleam,Calm,0,0,252,0,252,0
Carbink,Smooth Rock,Toxic,Protect,Sandstorm,Power Gem,Bold,0,0,252,0,252,0
Carbink,Iron Ball,Trick Room,Gyro Ball,Dazzling Gleam,Power Gem,Quiet,0,0,0,252,252,0
Carbink,Scope Lens,Explosion,Psychic,Moonblast,Power Gem,Quiet,0,252,0,252,0,0
Goodra,Lax Incense,Substitute,Muddy Water,Dragon Pulse,Sludge Wave,Modest,0,0,0,252,252,0
Goodra,Lum Berry,Aqua Tail,Body Slam,Earthquake,Outrage,Careful,0,252,0,0,252,0
Goodra,Damp Rock,Dragon Pulse,Rain Dance,Thunder,Muddy Water,Modest,0,0,0,252,252,0
Goodra,White Herb,Draco Meteor,Thunder,Blizzard,Fire Blast,Modest,0,0,0,252,252,0
Trevenant,Wise Glasses,Psychic,Shadow Ball,Energy Ball,Round,Modest,0,0,0,252,252,0
Trevenant,Leftovers,Toxic,Ingrain,Protect,Phantom Force,Careful,0,0,252,0,252,0
Trevenant,Choice Band,Horn Leech,Shadow Claw,Earthquake,X-Scissor,Adamant,252,252,0,0,0,0
Trevenant,Iron Ball,Trick Room,Focus Blast,Energy Ball,Shadow Ball,Quiet,0,0,252,252,0,0
Gourgeist,Sitrus Berry,Will-O-Wisp,Trick-or-Treat,Pain Split,Phantom Force,Impish,252,0,252,0,0,0
Gourgeist,Iron Ball,Trick Room,Gyro Ball,Seed Bomb,Explosion,Impish,170,0,170,0,170,0
Gourgeist,Wise Glasses,Shadow Ball,Sludge Bomb,Energy Ball,Flamethrower,Modest,0,0,252,252,0,0
Gourgeist,Life Orb,Trick-or-Treat,Phantom Force,Seed Bomb,Rock Slide,Adamant,252,252,0,0,0,0
Avalugg,Leftovers,Avalanche,Confide,Protect,Toxic,Relaxed,252,0,252,0,0,0
Avalugg,Apicot Berry,Rest,Curse,Frost Breath,Skull Bash,Careful,0,0,252,0,252,0
Avalugg,Icy Rock,Hail,Blizzard,Recover,Flash Cannon,Bold,0,0,252,0,252,0
Avalugg,Iron Ball,Stone Edge,Avalanche,Gyro Ball,Earthquake,Brave,0,252,252,0,0,0
Noivern,Yache Berry,Super Fang,Boomburst,Round,Torment,Timid,0,0,0,252,0,252
Noivern,Roseli Berry,Dragon Claw,Wild Charge,X-Scissor,Acrobatics,Adamant,0,252,0,0,0,252
Noivern,Razor Fang,Air Slash,Dragon Pulse,Flamethrower,Psychic,Modest,0,0,0,252,0,252
Noivern,Wide Lens,Dragon Pulse,Hurricane,Flamethrower,Focus Blast,Modest,0,0,0,252,0,252
